"id_plot","C_stock","BS","pH","CN","P","Decomp","Biomass","Cover","Veg_div","GLI","LAI","P_germ","Seed_biom","Arth_div","Herbivory","Predation","Fit_spider","Spider_diet","Bird_smi","Breed_succ","Bird_div","Egg_vol","Egg_bact","Egg_IgY"
40,38.6810656666667,9.8674840799493,4.01,9.6078431372549,0.0533333333333333,0.01205027663,249.088878323203,46.5,7,17.504760065,31.9445198639411,0.34,0.180292273791695,1.12049354149591,9.54666666666667,0.06875,3.4,5.65,92.7695308496529,356.38,0.142857142857143,-0.00253929927593719,5000,0.31
41,31.0485986666667,7.99820934162923,4.1,11.7925925925926,0.15,0.0101966727888889,278.013035024775,66.5,9,17.399028295,27.111919943605,0.416666666666667,0.264305420101508,1.36116192327744,5.56666666666667,0.0375,3.3115,6.36842105263158,49.9388808069765,196.67,0.188725456059638,NA,2659.575,0.736667
42,48.9545226666667,4.68135262258202,3.98,8.65454545454545,0.273333333333333,0.00823231151428571,306.507816460257,44.75,9,15.58182826,22.2926513952503,0.136666666666667,0.3002916450125,6.39712413816859,6.70945945945946,0.04375,3.318,4.45,152.609823406562,231.21,0.174144807743497,-0.219206316030728,NA,0.482333
43,47.8195476666667,23.9220391590771,3.94666666666667,10.2340425531915,0.373333333333333,0.0126083345285714,222.199417976963,94.9,6,17.048283675,21.2565686648371,0.495,0.303419951351855,8.24220166017409,10.7333333333333,0.05,3.977,8.95,72.9665640934491,698.35,0.103119320199587,-0.0315436866250788,30220.8741666667,0.54569425
44,56.0101696666667,10.7845206538505,3.96333333333333,10.9428571428571,0.253333333333333,0.01377555439,252.809199889639,110.65,18,10.75956074475,25.1331643520608,0.4,0.197774422373894,12.4374202156772,11.7423468334156,0.05625,3.9035,6.95,43.0881827407532,213.49,0.0909090909090909,0.0648231752283361,11258.891,0.9054
45,40.705472,5.02561637307077,3.92666666666667,10,0.266666666666667,0.01113620224,427.680858885284,23,2,21.2865452425,25.5004483967562,0.195,0.192495427163724,1.99039598860518,11.9133333333333,0.06875,3.576,3.94736842105263,48.8069271093084,570.89,0.103119320199587,0.0696097645939328,905.795,0.344667
46,41.2255726666667,10.6719479523332,3.83666666666667,9.82758620689655,0.306666666666667,0.0114331957666667,333.504489728368,49.7333333333333,11,11.51268697575,26.4060823840017,0.476666666666667,0.172464699431517,8.99049042686588,14.2870502738455,0.03125,3.796,9.3,86.9311160643139,157.84,0.131950791077289,0.0506480875535805,2314.815,0.804467
47,69.3497123333333,26.658345275538,3.79,10.4230769230769,0.466666666666667,0.0123889360333333,199.271883508882,42.6,13,11.2486202965,27.3824285143183,0.343333333333333,0.174762413895132,5.19623313300016,13.9933333333333,0.0625,3.653,13.8,131.038154355619,808.7,0.0751271578797699,-0.00253929927593719,4501.06333333333,0.897000111111111
48,45.631179,17.970806658097,3.82,8.54088050314465,0.38,0.0117849003125,287.14558456032,27.6,8,14.9729704625,26.9349524581289,0.203333333333333,0.0847390355229212,5.44389880625186,17.7533333333333,0.03125,3.69136363636364,8.54545454545454,83.0352749071445,765.68,0.116969536182676,0.214704529911084,4903.151875,0.715333
49,55.40449,22.6687538379932,3.73,11.4914089347079,1.49,0.01057281858,300.705330799031,84.8,4,20.532423585,21.5142857850531,0.471666666666667,0.322875655965595,8.97238257077945,15.8872632184472,0.0125,3.7552380952381,10.5238095238095,97.6114575708424,719.31,0.104993420824573,0.00929372899916232,6341.82742424244,0.512333454545455
50,49.5345116666667,27.0997323518938,3.87,11.6190476190476,1.36,0.0129191393111111,240.584813168908,77.25,9,22.12126147,30.008609675742,0.453333333333333,0.224008759455916,9.42128612311283,23.6946109057745,0.025,3.57476190476191,10.3333333333333,81.3367367025037,293.55,0.0714083416068913,0.124312328648339,12297.69,0.5772664
51,42.318062,21.1672866512991,3.80666666666667,9.89019607843137,1.16666666666667,0.0113956429625,301.801685953203,87.5833333333333,9,22.463386655,23.7630191398033,0.35,0.222006520130947,8.33034133185372,19.3672373224484,0.00625,3.89628571428571,7.09523809523809,92.7882200738648,461.95,0.114869835499704,-0.0876575398942549,6071.86944444444,0.515481333333333
52,38.139331,13.5027367540323,3.84666666666667,8.92063492063492,1.02666666666667,0.0110450469375,172.619040556688,39.4,7,16.52766310125,18.4566119000291,0.281666666666667,0.238852395887507,1.08622179200592,8.08666666666667,0.0125,3.71166666666667,6.72222222222222,107.385719689214,344,0.114869835499704,0.0799795809025373,2500,1.365667
53,53.2118866666667,28.2506166012188,3.75,10.314465408805,3.65333333333333,0.01142953122,193.015622502963,55.65,10,15.9471465275,24.7241668620746,0.491666666666667,0.402579690951129,6.43252027210233,11.7823880140578,0.0125,3.79769230769231,5.16666666666667,76.1978626669822,356.64,0.151198888908264,0.10159011850642,2079.63833333333,0.567999666666667
